"","county","state","fips","forest.area","land.water","pct.forest","year"
"1604","Carter","Montana",30011,"103,269","2,142,875",4.82,2018
"1605","Cascade","Montana",30013,"341,942","1,735,356",19.7,2018
"1606","Chouteau","Montana",30015,"60,224","2,558,091",2.35,2018
"1607","Custer","Montana",30017,"156,309","2,427,614",6.44,2018
"1608","Daniels","Montana",30019,"0","912,706",0,2018
"1609","Dawson","Montana",30021,"29,143","1,525,079",1.91,2018
"1610","Deer Lodge","Montana",30023,"284,654","474,336",60.01,2018
"1611","Fallon","Montana",30025,"0","1,038,799",0,2018
"1612","Fergus","Montana",30027,"537,510","2,784,214",19.31,2018
"1613","Flathead","Montana",30029,"2,799,036","3,364,010",83.21,2018
"1614","Gallatin","Montana",30031,"901,504","1,684,333",53.52,2018
"1615","Garfield","Montana",30033,"180,876","3,102,825",5.83,2018
"1616","Glacier","Montana",30035,"407,561","1,943,640",20.97,2018
"1617","Golden Valley","Montana",30037,"70,037","752,907",9.3,2018
"1618","Granite","Montana",30039,"811,905","1,109,185",73.2,2018
"1619","Hill","Montana",30041,"33,654","1,866,194",1.8,2018
"1620","Jefferson","Montana",30043,"654,151","1,061,736",61.61,2018
"1621","Judith Basin","Montana",30045,"301,194","1,197,230",25.16,2018
"1622","Lake","Montana",30047,"547,205","1,058,393",51.7,2018
"1623","Lewis and Clark","Montana",30049,"1,383,524","2,238,492",61.81,2018
"1624","Liberty","Montana",30051,"7,469","926,253",0.81,2018
"1625","Lincoln","Montana",30053,"2,174,305","2,351,991",92.45,2018
"1626","McCone","Montana",30055,"2,036","1,716,134",0.12,2018
"1627","Madison","Montana",30057,"902,105","2,305,785",39.12,2018
"1628","Meagher","Montana",30059,"666,277","1,532,700",43.47,2018
"1629","Mineral","Montana",30061,"740,463","782,902",94.58,2018
"1630","Missoula","Montana",30063,"1,419,922","1,675,654",84.74,2018
"1631","Musselshell","Montana",30065,"320,802","1,197,406",26.79,2018
"1632","Park","Montana",30067,"1,044,225","1,800,623",57.99,2018
"1633","Petroleum","Montana",30069,"146,679","1,070,903",13.7,2018
"1634","Phillips","Montana",30071,"129,523","3,335,581",3.88,2018
"1635","Pondera","Montana",30073,"138,171","1,049,457",13.17,2018
"1636","Powder River","Montana",30075,"481,244","2,110,634",22.8,2018
"1637","Powell","Montana",30077,"988,651","1,492,944",66.22,2018
"1638","Prairie","Montana",30079,"21,557","1,115,214",1.93,2018
"1639","Ravalli","Montana",30081,"1,188,795","1,536,133",77.39,2018
"1640","Richland","Montana",30083,"14,889","1,346,124",1.11,2018
"1641","Roosevelt","Montana",30085,"29,165","1,517,319",1.92,2018
"1642","Rosebud","Montana",30087,"439,047","3,217,132",13.65,2018
"1643","Sanders","Montana",30089,"1,461,715","1,785,622",81.86,2018
"1644","Sheridan","Montana",30091,"0","1,092,198",0,2018
"1645","Silver Bow","Montana",30093,"248,576","460,067",54.03,2018
"1646","Stillwater","Montana",30095,"261,341","1,154,959",22.63,2018
"1647","Sweet Grass","Montana",30097,"403,643","1,191,674",33.87,2018
"1648","Teton","Montana",30099,"244,057","1,467,180",16.63,2018
"1649","Toole","Montana",30101,"6,075","1,245,316",0.49,2018
"1650","Treasure","Montana",30103,"95,051","629,802",15.09,2018
"1651","Valley","Montana",30105,"36,225","3,239,555",1.12,2018
"1652","Wheatland","Montana",30107,"83,381","914,055",9.12,2018
"1653","Wibaux","Montana",30109,"15,910","569,604",2.79,2018
"1654","Yellowstone","Montana",30111,"133,387","1,695,301",7.87,2018
"1655","Adams","Nebraska",31001,"1,569","361,060",0.43,2018
"1656","Antelope","Nebraska",31003,"11,089","549,483",2.02,2018
"1657","Arthur","Nebraska",31005,"0","459,711",0,2018
"1658","Banner","Nebraska",31007,"7,083","477,634",1.48,2018
"1659","Blaine","Nebraska",31009,"0","457,186",0,2018
"1660","Boone","Nebraska",31011,"6,643","439,829",1.51,2018
"1661","Box Butte","Nebraska",31013,"0","689,803",0,2018
"1662","Boyd","Nebraska",31015,"35,866","348,585",10.29,2018
"1663","Brown","Nebraska",31017,"18,144","784,012",2.31,2018
"1664","Buffalo","Nebraska",31019,"19,835","624,182",3.18,2018
"1665","Burt","Nebraska",31021,"16,256","318,122",5.11,2018
"1666","Butler","Nebraska",31023,"0","378,224",0,2018
"1667","Cass","Nebraska",31025,"17,127","362,261",4.73,2018
"1668","Cedar","Nebraska",31027,"7,602","477,300",1.59,2018
"1669","Chase","Nebraska",31029,"1,221","574,446",0.21,2018
"1670","Cherry","Nebraska",31031,"52,396","3,846,061",1.36,2018
"1671","Cheyenne","Nebraska",31033,"0","765,690",0,2018
"1672","Clay","Nebraska",31035,"0","367,087",0,2018
"1673","Colfax","Nebraska",31037,"16,150","266,314",6.06,2018
"1674","Cuming","Nebraska",31039,"10,727","367,765",2.92,2018
"1675","Custer","Nebraska",31041,"48,888","1,648,616",2.97,2018
"1676","Dakota","Nebraska",31043,"14,851","171,075",8.68,2018
"1677","Dawes","Nebraska",31045,"110,770","896,624",12.35,2018
"1678","Dawson","Nebraska",31047,"6,975","652,368",1.07,2018
"1679","Deuel","Nebraska",31049,"4,455","282,126",1.58,2018
"1680","Dixon","Nebraska",31051,"11,895","309,080",3.85,2018
"1681","Dodge","Nebraska",31053,"10,595","347,577",3.05,2018
"1682","Douglas","Nebraska",31055,"6,643","217,413",3.06,2018
"1683","Dundy","Nebraska",31057,"6,247","589,233",1.06,2018
"1684","Fillmore","Nebraska",31059,"3,016","368,925",0.82,2018
"1685","Franklin","Nebraska",31061,"15,919","368,684",4.32,2018
"1686","Frontier","Nebraska",31063,"17,486","627,227",2.79,2018
"1687","Furnas","Nebraska",31065,"20,412","461,206",4.43,2018
"1688","Gage","Nebraska",31067,"4,684","550,383",0.85,2018
"1689","Garden","Nebraska",31069,"9,277","1,107,810",0.84,2018
"1690","Garfield","Nebraska",31071,"5,313","365,644",1.45,2018
"1691","Gosper","Nebraska",31073,"596","296,140",0.2,2018
"1692","Grant","Nebraska",31075,"0","501,157",0,2018
"1693","Greeley","Nebraska",31077,"0","365,201",0,2018
"1694","Hall","Nebraska",31079,"0","353,380",0,2018
"1695","Hamilton","Nebraska",31081,"0","350,131",0,2018
"1696","Harlan","Nebraska",31083,"26,298","367,386",7.16,2018
"1697","Hayes","Nebraska",31085,"0","456,530",0,2018
"1698","Hitchcock","Nebraska",31087,"6,277","459,839",1.37,2018
"1699","Holt","Nebraska",31089,"51,465","1,547,248",3.33,2018
"1700","Hooker","Nebraska",31091,"5,715","461,738",1.24,2018
"1701","Howard","Nebraska",31093,"22,618","368,498",6.14,2018
"1702","Jefferson","Nebraska",31095,"10,697","368,354",2.9,2018
"1703","Johnson","Nebraska",31097,"13,584","241,074",5.63,2018
"1704","Kearney","Nebraska",31099,"1,910","330,467",0.58,2018
"1705","Keith","Nebraska",31101,"18,722","710,233",2.64,2018
"1706","Keya Paha","Nebraska",31103,"50,731","495,546",10.24,2018
"1707","Kimball","Nebraska",31105,"0","609,545",0,2018
"1708","Knox","Nebraska",31107,"73,374","729,356",10.06,2018
"1709","Lancaster","Nebraska",31109,"17,062","541,704",3.15,2018
"1710","Lincoln","Nebraska",31111,"106,895","1,648,012",6.49,2018
"1711","Logan","Nebraska",31113,"0","365,529",0,2018
"1712","Loup","Nebraska",31115,"15,622","365,515",4.27,2018
"1713","McPherson","Nebraska",31117,"0","550,426",0,2018
"1714","Madison","Nebraska",31119,"6,501","368,272",1.77,2018
"1715","Merrick","Nebraska",31121,"4,179","316,491",1.32,2018
"1716","Morrill","Nebraska",31123,"15,535","915,132",1.7,2018
"1717","Nance","Nebraska",31125,"43,119","286,883",15.03,2018
"1718","Nemaha","Nebraska",31127,"15,514","263,840",5.88,2018
"1719","Nuckolls","Nebraska",31129,"9,782","368,599",2.65,2018
"1720","Otoe","Nebraska",31131,"30,996","396,168",7.82,2018
"1721","Pawnee","Nebraska",31133,"8,000","277,096",2.89,2018
"1722","Perkins","Nebraska",31135,"0","566,082",0,2018
"1723","Phelps","Nebraska",31137,"0","345,933",0,2018
"1724","Pierce","Nebraska",31139,"12,154","367,846",3.3,2018
"1725","Platte","Nebraska",31141,"3,395","438,287",0.77,2018
"1726","Polk","Nebraska",31143,"1,569","281,964",0.56,2018
"1727","Red Willow","Nebraska",31145,"1,278","459,528",0.28,2018
"1728","Richardson","Nebraska",31147,"28,819","355,903",8.1,2018
"1729","Rock","Nebraska",31149,"0","647,517",0,2018
"1730","Saline","Nebraska",31151,"19,864","368,858",5.39,2018
"1731","Sarpy","Nebraska",31153,"4,282","158,348",2.7,2018
"1732","Saunders","Nebraska",31155,"23,642","486,208",4.86,2018
"1733","Scotts Bluff","Nebraska",31157,"29,495","476,984",6.18,2018
"1734","Seward","Nebraska",31159,"14,302","368,580",3.88,2018
"1735","Sheridan","Nebraska",31161,"59,547","1,580,748",3.77,2018
"1736","Sherman","Nebraska",31163,"7,847","365,790",2.15,2018
"1737","Sioux","Nebraska",31165,"41,574","1,323,015",3.14,2018
"1738","Stanton","Nebraska",31167,"19,226","275,875",6.97,2018
"1739","Thayer","Nebraska",31169,"22,946","367,933",6.24,2018
"1740","Thomas","Nebraska",31171,"15,801","456,749",3.46,2018
"1741","Thurston","Nebraska",31173,"29,228","253,487",11.53,2018
"1742","Valley","Nebraska",31175,"2,251","365,133",0.62,2018
"1743","Washington","Nebraska",31177,"27,846","251,901",11.05,2018
"1744","Wayne","Nebraska",31179,"0","283,720",0,2018
"1745","Webster","Nebraska",31181,"25,712","368,009",6.99,2018
"1746","Wheeler","Nebraska",31183,"16,025","368,389",4.35,2018
"1747","York","Nebraska",31185,"0","368,470",0,2018
"1748","Churchill","Nevada",32001,"202,868","3,215,166",6.31,2018
"1749","Clark","Nevada",32003,"408,437","5,153,946",7.92,2018
"1750","Douglas","Nevada",32005,"233,272","472,081",49.41,2018
"1751","Elko","Nevada",32007,"1,176,569","11,009,918",10.69,2018
"1752","Esmeralda","Nevada",32009,"215,179","2,296,990",9.37,2018
"1753","Eureka","Nevada",32011,"480,776","2,675,176",17.97,2018
"1754","Humboldt","Nevada",32013,"92,975","6,181,015",1.5,2018
"1755","Lander","Nevada",32015,"490,302","3,532,482",13.88,2018
"1756","Lincoln","Nevada",32017,"1,862,512","6,807,957",27.36,2018
"1757","Lyon","Nevada",32019,"156,156","1,295,568",12.05,2018
"1758","Mineral","Nevada",32021,"472,978","2,440,282",19.38,2018
"1759","Nye","Nevada",32023,"2,013,931","11,645,521",17.29,2018
"1760","Pershing","Nevada",32027,"146,685","3,883,139",3.78,2018
"1761","Storey","Nevada",32029,"21,831","168,845",12.93,2018
"1762","Washoe","Nevada",32031,"363,916","4,187,237",8.69,2018
"1763","White Pine","Nevada",32033,"2,230,325","5,693,886",39.17,2018
"1764","Carson City","Nevada",32510,"38,742","99,854",38.8,2018
"1765","Belknap","New Hampshire",33001,"207,752","300,120",69.22,2018
"1766","Carroll","New Hampshire",33003,"520,479","635,063",81.96,2018
"1767","Cheshire","New Hampshire",33005,"349,586","466,517",74.94,2018
"1768","Coos","New Hampshire",33007,"1,071,434","1,172,169",91.41,2018
"1769","Grafton","New Hampshire",33009,"964,679","1,120,099",86.12,2018
"1770","Hillsborough","New Hampshire",33011,"404,953","571,129",70.9,2018
"1771","Merrimack","New Hampshire",33013,"502,036","612,124",82.02,2018
"1772","Rockingham","New Hampshire",33015,"245,891","457,046",53.8,2018
"1773","Strafford","New Hampshire",33017,"153,798","243,158",63.25,2018
"1774","Sullivan","New Hampshire",33019,"294,040","353,085",83.28,2018
"1775","Atlantic","New Jersey",34001,"192,207","362,682",53,2018
"1776","Bergen","New Jersey",34003,"15,573","153,505",10.14,2018
"1777","Burlington","New Jersey",34005,"289,442","523,996",55.24,2018
"1778","Camden","New Jersey",34007,"44,816","145,431",30.82,2018
"1779","Cape May","New Jersey",34009,"70,826","165,514",42.79,2018
"1780","Cumberland","New Jersey",34011,"141,899","321,657",44.12,2018
"1781","Essex","New Jersey",34013,"5,162","81,835",6.31,2018
"1782","Gloucester","New Jersey",34015,"61,603","209,909",29.35,2018
"1783","Hudson","New Jersey",34017,"1,507","30,141",5,2018
"1784","Hunterdon","New Jersey",34019,"94,776","280,166",33.83,2018
"1785","Mercer","New Jersey",34021,"44,361","146,507",30.28,2018
"1786","Middlesex","New Jersey",34023,"60,460","200,926",30.09,2018
"1787","Monmouth","New Jersey",34025,"106,989","305,521",35.02,2018
"1788","Morris","New Jersey",34027,"109,204","307,898",35.47,2018
"1789","Ocean","New Jersey",34029,"221,716","412,310",53.77,2018
"1790","Passaic","New Jersey",34031,"76,131","126,389",60.24,2018
"1791","Salem","New Jersey",34033,"60,012","222,635",26.96,2018
"1792","Somerset","New Jersey",34035,"51,794","195,152",26.54,2018
"1793","Sussex","New Jersey",34037,"210,748","342,951",61.45,2018
"1794","Union","New Jersey",34039,"3,622","66,568",5.44,2018
"1795","Warren","New Jersey",34041,"118,666","232,246",51.09,2018
"1796","Bernalillo","New Mexico",35001,"157,080","746,993",21.03,2018
"1797","Catron","New Mexico",35003,"2,804,751","4,434,733",63.25,2018
"1798","Chaves","New Mexico",35005,"766,059","3,888,136",19.7,2018
"1799","Cibola","New Mexico",35006,"1,530,727","2,906,681",52.66,2018
"1800","Colfax","New Mexico",35007,"1,048,999","2,411,703",43.5,2018
"1801","Curry","New Mexico",35009,"0","901,058",0,2018
"1802","De Baca","New Mexico",35011,"147,542","1,493,661",9.88,2018
"1803","Dona Ana","New Mexico",35013,"668,773","2,441,487",27.39,2018
"1804","Eddy","New Mexico",35015,"635,295","2,686,431",23.65,2018
"1805","Grant","New Mexico",35017,"1,125,832","2,539,193",44.34,2018
"1806","Guadalupe","New Mexico",35019,"469,045","1,940,118",24.18,2018
"1807","Harding","New Mexico",35021,"235,974","1,360,585",17.34,2018
"1808","Hidalgo","New Mexico",35023,"279,404","2,205,413",12.67,2018
"1809","Lea","New Mexico",35025,"399,632","2,812,106",14.21,2018
"1810","Lincoln","New Mexico",35027,"856,925","3,092,025",27.71,2018
"1811","Los Alamos","New Mexico",35028,"47,647","69,907",68.16,2018
"1812","Luna","New Mexico",35029,"297,568","1,897,705",15.68,2018
"1813","McKinley","New Mexico",35031,"1,283,613","3,491,375",36.77,2018
"1814","Mora","New Mexico",35033,"461,858","1,237,299",37.33,2018
"1815","Otero","New Mexico",35035,"1,697,626","4,241,480",40.02,2018
"1816","Quay","New Mexico",35037,"238,460","1,844,097",12.93,2018
"1817","Rio Arriba","New Mexico",35039,"2,546,390","3,773,525",67.48,2018
"1818","Roosevelt","New Mexico",35041,"7,415","1,571,096",0.47,2018
"1819","Sandoval","New Mexico",35043,"934,003","2,378,194",39.27,2018
"1820","San Juan","New Mexico",35045,"571,461","3,544,557",16.12,2018
"1821","San Miguel","New Mexico",35047,"1,485,356","3,030,907",49.01,2018
"1822","Santa Fe","New Mexico",35049,"603,005","1,222,968",49.31,2018
"1823","Sierra","New Mexico",35051,"554,066","2,711,160",20.44,2018
"1824","Socorro","New Mexico",35053,"1,044,312","4,255,148",24.54,2018
"1825","Taos","New Mexico",35055,"783,830","1,411,012",55.55,2018
"1826","Torrance","New Mexico",35057,"626,592","2,141,375",29.26,2018
"1827","Union","New Mexico",35059,"257,021","2,451,601",10.48,2018
"1828","Valencia","New Mexico",35061,"59,061","683,697",8.64,2018
"1829","Albany","New York",36001,"198,301","341,221",58.12,2018
"1830","Allegany","New York",36003,"433,211","662,010",65.44,2018
"1831","Bronx","New York",36005,"11,023","26,914",40.96,2018
"1832","Broome","New York",36007,"274,362","457,986",59.91,2018
"1833","Cattaraugus","New York",36009,"606,292","846,391",71.63,2018
"1834","Cayuga","New York",36011,"181,731","469,936",38.67,2018
"1835","Chautauqua","New York",36013,"355,525","694,195",51.21,2018
"1836","Chemung","New York",36015,"143,477","262,937",54.57,2018
"1837","Chenango","New York",36017,"422,607","575,128",73.48,2018
"1838","Clinton","New York",36019,"508,744","715,195",71.13,2018
"1839","Columbia","New York",36021,"199,425","414,826",48.07,2018
"1840","Cortland","New York",36023,"229,390","320,872",71.49,2018
"1841","Delaware","New York",36025,"720,692","938,929",76.76,2018
"1842","Dutchess","New York",36027,"288,577","528,180",54.64,2018
"1843","Erie","New York",36029,"223,752","669,762",33.41,2018
"1844","Essex","New York",36031,"1,052,762","1,226,534",85.83,2018
"1845","Franklin","New York",36033,"863,579","1,086,358",79.49,2018
"1846","Fulton","New York",36035,"295,120","341,070",86.53,2018
"1847","Genesee","New York",36037,"107,056","316,955",33.78,2018
"1848","Greene","New York",36039,"348,025","421,124",82.64,2018
"1849","Hamilton","New York",36041,"1,071,924","1,156,927",92.65,2018
"1850","Herkimer","New York",36043,"753,354","933,273",80.72,2018
"1851","Jefferson","New York",36045,"390,548","823,507",47.42,2018
"1852","Kings","New York",36047,"0","44,682",0,2018
"1853","Lewis","New York",36049,"541,494","825,794",65.57,2018
"1854","Livingston","New York",36051,"152,441","409,815",37.2,2018
"1855","Madison","New York",36053,"195,836","423,192",46.28,2018
"1856","Monroe","New York",36055,"121,486","426,203",28.5,2018
"1857","Montgomery","New York",36057,"56,084","262,596",21.36,2018
"1858","Nassau","New York",36059,"11,801","184,401",6.4,2018
"1859","New York","New York",36061,"3,130","14,584",21.46,2018
"1860","Niagara","New York",36063,"89,408","336,944",26.53,2018
"1861","Oneida","New York",36065,"454,031","804,908",56.41,2018
"1862","Onondaga","New York",36067,"205,614","515,629",39.88,2018
"1863","Ontario","New York",36069,"195,048","423,919",46.01,2018
"1864","Orange","New York",36071,"264,890","536,298",49.39,2018
"1865","Orleans","New York",36073,"77,969","251,382",31.02,2018
"1866","Oswego","New York",36075,"308,771","649,319",47.55,2018
"1867","Otsego","New York",36077,"359,746","650,260",55.32,2018
"1868","Putnam","New York",36079,"74,717","157,458",47.45,2018
"1869","Queens","New York",36081,"0","69,917",0,2018
"1870","Rensselaer","New York",36083,"259,677","425,874",60.98,2018
"1871","Richmond","New York",36085,"8,507","37,213",22.86,2018
"1872","Rockland","New York",36087,"38,062","114,310",33.3,2018
"1873","St. Lawrence","New York",36089,"1,313,903","1,795,052",73.2,2018
"1874","Saratoga","New York",36091,"365,321","539,890",67.67,2018
"1875","Schenectady","New York",36093,"86,892","134,248",64.72,2018
"1876","Schoharie","New York",36095,"221,048","400,846",55.15,2018
"1877","Schuyler","New York",36097,"126,865","219,157",57.89,2018
"1878","Seneca","New York",36099,"53,597","249,903",21.45,2018
"1879","Steuben","New York",36101,"534,178","898,587",59.45,2018
"1880","Suffolk","New York",36103,"197,344","591,727",33.35,2018
"1881","Sullivan","New York",36105,"450,106","637,953",70.55,2018
"1882","Tioga","New York",36107,"139,992","334,554",41.84,2018
"1883","Tompkins","New York",36109,"168,288","314,560",53.5,2018
"1884","Ulster","New York",36111,"571,532","743,403",76.88,2018
"1885","Warren","New York",36113,"476,917","596,133",80,2018
"1886","Washington","New York",36115,"336,667","541,555",62.17,2018
"1887","Wayne","New York",36117,"153,520","387,803",39.59,2018
"1888","Westchester","New York",36119,"121,983","287,665",42.4,2018
"1889","Wyoming","New York",36121,"152,988","381,560",40.1,2018
"1890","Yates","New York",36123,"103,840","240,528",43.17,2018
"1891","Alamance","North Carolina",37001,"133,361","278,392",47.9,2018
"1892","Alexander","North Carolina",37003,"103,527","168,609",61.4,2018
"1893","Alleghany","North Carolina",37005,"74,555","151,355",49.26,2018
"1894","Anson","North Carolina",37007,"222,931","343,822",64.84,2018
"1895","Ashe","North Carolina",37009,"175,357","274,649",63.85,2018
"1896","Avery","North Carolina",37011,"131,532","158,210",83.14,2018
"1897","Beaufort","North Carolina",37013,"354,809","534,134",66.43,2018
"1898","Bertie","North Carolina",37015,"332,848","453,592",73.38,2018
"1899","Bladen","North Carolina",37017,"398,688","567,826",70.21,2018
"1900","Brunswick","North Carolina",37019,"425,723","551,434",77.2,2018
"1901","Buncombe","North Carolina",37021,"221,651","422,322",52.48,2018
"1902","Burke","North Carolina",37023,"237,864","329,563",72.18,2018
"1903","Cabarrus","North Carolina",37025,"91,641","233,580",39.23,2018
"1904","Caldwell","North Carolina",37027,"238,449","303,545",78.55,2018
"1905","Camden","North Carolina",37029,"79,574","154,010",51.67,2018
"1906","Carteret","North Carolina",37031,"175,430","329,398",53.26,2018
"1907","Caswell","North Carolina",37033,"192,957","274,202",70.37,2018
"1908","Catawba","North Carolina",37035,"84,264","264,504",31.86,2018
"1909","Chatham","North Carolina",37037,"269,461","453,738",59.39,2018
"1910","Cherokee","North Carolina",37039,"258,893","298,621",86.7,2018
"1911","Chowan","North Carolina",37041,"51,669","110,861",46.61,2018
"1912","Clay","North Carolina",37043,"93,287","141,136",66.1,2018
"1913","Cleveland","North Carolina",37045,"131,823","299,735",43.98,2018
"1914","Columbus","North Carolina",37047,"376,515","610,173",61.71,2018
"1915","Craven","North Carolina",37049,"289,103","465,472",62.11,2018
"1916","Cumberland","North Carolina",37051,"232,846","421,474",55.25,2018
"1917","Currituck","North Carolina",37053,"40,831","167,041",24.44,2018
"1918","Dare","North Carolina",37055,"162,601","245,408",66.26,2018
"1919","Davidson","North Carolina",37057,"195,391","362,867",53.85,2018
"1920","Davie","North Carolina",37059,"85,555","170,721",50.11,2018
"1921","Duplin","North Carolina",37061,"275,951","524,576",52.6,2018
"1922","Durham","North Carolina",37063,"98,121","190,690",51.46,2018
"1923","Edgecombe","North Carolina",37065,"173,230","324,152",53.44,2018
"1924","Forsyth","North Carolina",37067,"111,532","264,257",42.21,2018
"1925","Franklin","North Carolina",37069,"200,615","316,570",63.37,2018
"1926","Gaston","North Carolina",37071,"103,229","232,862",44.33,2018
"1927","Gates","North Carolina",37073,"138,099","220,220",62.71,2018
"1928","Graham","North Carolina",37075,"164,902","193,031",85.43,2018
"1929","Granville","North Carolina",37077,"228,055","343,436",66.4,2018
"1930","Greene","North Carolina",37079,"62,609","170,537",36.71,2018
"1931","Guilford","North Carolina",37081,"179,073","420,928",42.54,2018
"1932","Halifax","North Carolina",37083,"289,586","468,077",61.87,2018
"1933","Harnett","North Carolina",37085,"215,669","384,935",56.03,2018
"1934","Haywood","North Carolina",37087,"280,661","354,973",79.07,2018
"1935","Henderson","North Carolina",37089,"163,818","240,096",68.23,2018
"1936","Hertford","North Carolina",37091,"159,913","228,585",69.96,2018
"1937","Hoke","North Carolina",37093,"173,177","251,093",68.97,2018
"1938","Hyde","North Carolina",37095,"247,914","440,380",56.3,2018
"1939","Iredell","North Carolina",37097,"118,338","381,916",30.99,2018
"1940","Jackson","North Carolina",37099,"270,202","316,443",85.39,2018
"1941","Johnston","North Carolina",37101,"232,715","509,200",45.7,2018
"1942","Jones","North Carolina",37103,"221,133","302,883",73.01,2018
"1943","Lee","North Carolina",37105,"97,069","165,930",58.5,2018
"1944","Lenoir","North Carolina",37107,"134,997","257,501",52.43,2018
"1945","Lincoln","North Carolina",37109,"78,569","196,672",39.95,2018
"1946","McDowell","North Carolina",37111,"232,984","285,652",81.56,2018
"1947","Macon","North Carolina",37113,"272,899","332,565",82.06,2018
"1948","Madison","North Carolina",37115,"223,499","289,018",77.33,2018
"1949","Martin","North Carolina",37117,"219,681","295,303",74.39,2018
"1950","Mecklenburg","North Carolina",37119,"87,158","349,535",24.94,2018
"1951","Mitchell","North Carolina",37121,"98,140","142,200",69.02,2018
"1952","Montgomery","North Carolina",37123,"245,278","321,171",76.37,2018
"1953","Moore","North Carolina",37125,"317,420","451,540",70.3,2018
"1954","Nash","North Carolina",37127,"182,307","347,396",52.48,2018
"1955","New Hanover","North Carolina",37129,"36,073","128,366",28.1,2018
"1956","Northampton","North Carolina",37131,"237,920","352,369",67.52,2018
"1957","Onslow","North Carolina",37133,"354,770","490,661",72.3,2018
"1958","Orange","North Carolina",37135,"131,981","256,744",51.41,2018
"1959","Pamlico","North Carolina",37137,"147,868","218,182",67.77,2018
"1960","Pasquotank","North Carolina",37139,"28,518","145,296",19.63,2018
"1961","Pender","North Carolina",37141,"431,671","560,319",77.04,2018
"1962","Perquimans","North Carolina",37143,"71,322","158,397",45.03,2018
"1963","Person","North Carolina",37145,"139,807","258,608",54.06,2018
"1964","Pitt","North Carolina",37147,"160,376","419,098",38.27,2018
"1965","Polk","North Carolina",37149,"99,977","152,641",65.5,2018
"1966","Randolph","North Carolina",37151,"292,047","505,402",57.79,2018
"1967","Richmond","North Carolina",37153,"250,000","307,213",81.38,2018
"1968","Robeson","North Carolina",37155,"335,303","608,649",55.09,2018
"1969","Rockingham","North Carolina",37157,"249,986","366,444",68.22,2018
"1970","Rowan","North Carolina",37159,"131,195","335,290",39.13,2018
"1971","Rutherford","North Carolina",37161,"211,882","362,170",58.5,2018
"1972","Sampson","North Carolina",37163,"263,254","606,220",43.43,2018
"1973","Scotland","North Carolina",37165,"138,520","204,960",67.58,2018
"1974","Stanly","North Carolina",37167,"118,566","258,741",45.82,2018
"1975","Stokes","North Carolina",37169,"202,955","291,664",69.59,2018
"1976","Surry","North Carolina",37171,"198,888","343,207",57.95,2018
"1977","Swain","North Carolina",37173,"307,902","346,056",88.97,2018
"1978","Transylvania","North Carolina",37175,"219,376","243,527",90.08,2018
"1979","Tyrrell","North Carolina",37177,"150,936","249,711",60.44,2018
"1980","Union","North Carolina",37179,"153,226","409,265",37.44,2018
"1981","Vance","North Carolina",37181,"105,271","172,657",60.97,2018
"1982","Wake","North Carolina",37183,"148,082","548,553",27,2018
"1983","Warren","North Carolina",37185,"217,096","284,028",76.43,2018
"1984","Washington","North Carolina",37187,"110,326","241,192",45.74,2018
"1985","Watauga","North Carolina",37189,"122,466","200,645",61.04,2018
"1986","Wayne","North Carolina",37191,"164,161","356,279",46.08,2018
"1987","Wilkes","North Carolina",37193,"342,852","484,684",70.74,2018
"1988","Wilson","North Carolina",37195,"83,073","239,208",34.73,2018
"1989","Yadkin","North Carolina",37197,"82,513","215,994",38.2,2018
"1990","Yancey","North Carolina",37199,"156,668","200,370",78.19,2018
"1991","Adams","North Dakota",38001,"0","632,824",0,2018
"1992","Barnes","North Dakota",38003,"1,524","968,563",0.16,2018
"1993","Benson","North Dakota",38005,"20,152","921,183",2.19,2018
"1994","Billings","North Dakota",38007,"79,155","738,186",10.72,2018
"1995","Bottineau","North Dakota",38009,"18,067","1,086,391",1.66,2018
"1996","Bowman","North Dakota",38011,"0","746,848",0,2018
"1997","Burke","North Dakota",38013,"4,676","722,602",0.65,2018
"1998","Burleigh","North Dakota",38015,"6,235","1,067,716",0.58,2018
"1999","Cass","North Dakota",38017,"6,878","1,131,375",0.61,2018
"2000","Cavalier","North Dakota",38019,"36,856","966,452",3.81,2018
"2001","Dickey","North Dakota",38021,"143","730,701",0.02,2018
"2002","Divide","North Dakota",38023,"0","828,224",0,2018
"2003","Dunn","North Dakota",38025,"111,530","1,332,596",8.37,2018
"2004","Eddy","North Dakota",38027,"7,025","412,213",1.7,2018
"2005","Emmons","North Dakota",38029,"12,539","995,091",1.26,2018
"2006","Foster","North Dakota",38031,"3,252","413,949",0.79,2018
"2007","Golden Valley","North Dakota",38033,"7,201","641,502",1.12,2018
"2008","Grand Forks","North Dakota",38035,"16,599","921,482",1.8,2018
"2009","Grant","North Dakota",38037,"17,832","1,066,194",1.67,2018
"2010","Griggs","North Dakota",38039,"4,559","458,521",0.99,2018
"2011","Hettinger","North Dakota",38041,"0","725,576",0,2018
"2012","Kidder","North Dakota",38043,"0","917,191",0,2018
"2013","LaMoure","North Dakota",38045,"10,482","736,557",1.42,2018
"2014","Logan","North Dakota",38047,"0","647,170",0,2018
"2015","McHenry","North Dakota",38049,"31,367","1,223,454",2.56,2018
"2016","McIntosh","North Dakota",38051,"0","636,792",0,2018
"2017","McKenzie","North Dakota",38053,"92,397","1,830,693",5.05,2018
"2018","McLean","North Dakota",38055,"13,024","1,489,931",0.87,2018
