county,state,Indian_Alaskan,Hawaiian_Pacific,native
De Baca,New Mexico,0,0,0
Liberty,Montana,0,0,0
Perkins,South Dakota,63,0,63
McMullen,Texas,4,0,4
Comanche,Kansas,0,0,0
Dundy,Nebraska,2,0,2
Wheeler,Nebraska,0,0,0
Garden,Nebraska,8,0,8
Hyde,South Dakota,151,0,151
Garfield,Nebraska,0,0,0
Powder River,Montana,25,0,25
Kalawao,Hawaii,2,19,21
Cottle,Texas,5,0,5
Wheeler,Oregon,10,0,10
Petroleum,Montana,0,0,0
McPherson,South Dakota,82,0,82
Motley,Texas,0,0,0
Armstrong,Texas,29,0,29
Hand,South Dakota,0,0,0
Rock,Nebraska,0,0,0
Crockett,Texas,0,0,0
Gilliam,Oregon,82,13,95
Carter,Montana,7,0,7
Throckmorton,Texas,0,0,0
Jones,South Dakota,10,0,10
Alpine,California,311,8,319
Slope,North Dakota,0,0,0
Edwards,Texas,1,0,1
Sharkey,Mississippi,6,0,6
Clark,Idaho,96,0,96
Sherman,Oregon,15,14,29
La Salle,Texas,0,0,0
Logan,Nebraska,4,0,4
Thomas,Nebraska,3,0,3
Garfield,Montana,0,0,0
Oliver,North Dakota,40,0,40
