"","fips","county","state","pay_employ","employee_employ","pay_total","employee_total","pct_pay","pct_employee"
"40","01085","Lowndes","Alabama",516,12,82071,1883,0.62872390978543,0.637280934678704
"41","01089","Madison","Alabama",23371,450,9178143,167914,0.25463756666245,0.267994330431054
"42","01091","Marengo","Alabama",21931,501,234604,6180,9.34809295664183,8.10679611650485
"43","01093","Marion","Alabama",39780,1047,275065,7812,14.4620362459782,13.4024577572965
"44","01095","Marshall","Alabama",22080,445,1092057,31948,2.021872484678,1.39288844372105
"45","01097","Mobile","Alabama",109887,1700,7077799,156406,1.55255892403839,1.08691482423948
"46","01099","Monroe","Alabama",40552,791,227240,5319,17.8454497447632,14.871216394059
"47","01101","Montgomery","Alabama",19267,464,4473682,104325,0.430674330450846,0.44476395878265
"48","01103","Morgan","Alabama",21486,549,2034090,45773,1.05629544415439,1.19939702444673
"49","01107","Pickens","Alabama",22150,601,91447,2701,24.221680317561,22.2510181414291
"50","01109","Pike","Alabama",2648,70,420171,11815,0.630219601067185,0.592467202708421
"51","01111","Randolph","Alabama",2029,51,118763,3867,1.7084445492283,1.3188518231187
"52","01113","Russell","Alabama",13315,286,377553,10971,3.52665718455422,2.60687266429678
"53","01115","St. Clair","Alabama",396,15,642108,18269,0.0616718682838401,0.0821063002901089
"54","01117","Shelby","Alabama",12095,255,4624569,86613,0.261537886017054,0.294413078868068
"55","01119","Sumter","Alabama",1413,40,121001,2842,1.16775894414096,1.40745953553835
"56","01121","Talladega","Alabama",7343,59,1113589,25327,0.659399473234739,0.232952975085877
"57","01123","Tallapoosa","Alabama",2948,57,331005,10274,0.890620987598375,0.554798520537279
"58","01125","Tuscaloosa","Alabama",49560,1147,3450244,78802,1.43642014883585,1.45554681353265
"59","01127","Walker","Alabama",19055,415,533996,14559,3.56837878935423,2.85047049934748
"60","01129","Washington","Alabama",8597,195,419192,5258,2.05085020706502,3.70863446177254
"61","01131","Wilcox","Alabama",5367,146,101302,1993,5.29801978243273,7.3256397390868
"62","01133","Winston","Alabama",68836,2034,231688,6817,29.710645350644,29.8371717764413
"63","02020","Anchorage Municipality","Alaska",12948,275,9087897,142738,0.142475206310107,0.192660679006291
"64","02090","Fairbanks North Star Borough","Alaska",1253,15,1458127,26588,0.0859321581727792,0.0564164284639687
"65","02122","Kenai Peninsula Borough","Alaska",1263,27,770900,14675,0.163834479180179,0.183986371379898
"66","02130","Ketchikan Gateway Borough","Alaska",6792,86,281242,4799,2.41500202672432,1.79204000833507
"67","02170","Matanuska-Susitna Borough","Alaska",2046,55,858830,18559,0.238231081820616,0.296352174147314
"68","02198","Prince of Wales-Hyder Census Area","Alaska",8682,125,51593,1028,16.8278642451495,12.15953307393
"69","04001","Apache","Arizona",2405,72,255630,6454,0.940812893635332,1.11558723272389
"70","04005","Coconino","Arizona",2388,62,2261842,54792,0.10557766634451,0.113155205139436
"71","04007","Gila","Arizona",1022,37,445844,11169,0.229228160522515,0.33127406213627
"72","04013","Maricopa","Arizona",290767,6867,90029684,1748608,0.322967922446557,0.392712374643145
"73","04017","Navajo","Arizona",10279,256,738734,19457,1.39143453529958,1.31572184817803
"74","04019","Pima","Arizona",17062,468,14054717,325315,0.121396965872739,0.143860565913038
"75","04021","Pinal","Arizona",1636,33,1975434,51898,0.0828172442106393,0.0635862653666808
"76","04023","Santa Cruz","Arizona",423,13,414553,11562,0.102037616420578,0.112437294585712
"77","04025","Yavapai","Arizona",3081,64,2235425,62156,0.137826140443092,0.102966728875732
"78","04027","Yuma","Arizona",29024,716,1575028,45172,1.84276089060004,1.58505268750553
"79","05003","Ashley","Arkansas",120403,1732,257327,5435,46.7898821344049,31.867525298988
"80","05007","Benton","Arkansas",7471,225,7171698,123749,0.104173377071929,0.181819651067887
"81","05009","Boone","Arkansas",10063,285,475556,12473,2.11604942425287,2.28493546059488
"82","05011","Bradley","Arkansas",35499,862,81990,2497,43.2967435053055,34.521425710853
"83","05013","Calhoun","Arkansas",452,12,17979,424,2.51404416263418,2.83018867924528
"84","05019","Clark","Arkansas",57711,1100,233056,6880,24.7627179733626,15.9883720930233
"85","05021","Clay","Arkansas",1202,44,73437,2442,1.63677710146112,1.8018018018018
"86","05023","Cleburne","Arkansas",503,14,183105,5610,0.274705769913438,0.249554367201426
"87","05025","Cleveland","Arkansas",3925,97,17724,649,22.1451139697585,14.9460708782743
"88","05027","Columbia","Arkansas",37766,876,288371,7120,13.0963238328403,12.3033707865169
"89","05029","Conway","Arkansas",40554,494,185263,4688,21.8899618380357,10.537542662116
"90","05035","Crittenden","Arkansas",161,7,466177,13332,0.0345362383815589,0.0525052505250525
"91","05039","Dallas","Arkansas",19742,477,75715,2328,26.074093640626,20.4896907216495
"92","05043","Drew","Arkansas",26669,625,168010,5165,15.8734599131004,12.1006776379477
"93","05045","Faulkner","Arkansas",54324,957,1463534,36148,3.7118372378093,2.64744937479252
"94","05047","Franklin","Arkansas",349,13,110007,3327,0.317252538474824,0.390742410580102
"95","05051","Garland","Arkansas",1786,62,1175766,34912,0.151900973493025,0.177589367552704
"96","05053","Grant","Arkansas",17164,343,116251,3339,14.764604175448,10.272536687631
"97","05057","Hempstead","Arkansas",12965,239,204573,6194,6.33759098219218,3.8585728123991
"98","05059","Hot Spring","Arkansas",27215,512,218082,5748,12.4792509239644,8.90744606819763
"99","05061","Howard","Arkansas",13530,301,190116,5849,7.11670769424983,5.14617883398872
"100","05063","Independence","Arkansas",4430,119,579238,14684,0.764797889641218,0.810405883955326
"101","05065","Izard","Arkansas",9153,210,62029,2022,14.7560012252334,10.3857566765579
"102","05069","Jefferson","Arkansas",103691,1460,747336,19627,13.8747497778777,7.43873235848576
"103","05071","Johnson","Arkansas",2055,72,219720,7371,0.935281267067177,0.976800976800977
"104","05073","Lafayette","Arkansas",2483,56,20857,653,11.9048760607949,8.57580398162328
"105","05079","Lincoln","Arkansas",1945,54,55406,1537,3.51045013175468,3.51333767078725
"106","05081","Little River","Arkansas",3419,106,172691,2732,1.97983681836344,3.87994143484627
"107","05087","Madison","Arkansas",2973,108,83390,2558,3.56517568053723,4.22204847537138
"108","05091","Miller","Arkansas",3292,79,448899,11452,0.733349818110533,0.689835836535103
"109","05097","Montgomery","Arkansas",537,23,26435,855,2.03139776811046,2.69005847953216
"110","05099","Nevada","Arkansas",2380,51,72797,1966,3.26936549583087,2.5940996948118
"111","05101","Newton","Arkansas",1353,67,14097,602,9.59778676314109,11.1295681063123
"112","05103","Ouachita","Arkansas",22822,513,310613,7777,7.34740657989202,6.5963739231066
"113","05109","Pike","Arkansas",14100,314,62310,2061,22.6287915262398,15.2353226589034
"114","05111","Poinsett","Arkansas",4185,89,121383,3765,3.44776451397642,2.36387782204515
"115","05113","Polk","Arkansas",6724,349,153748,4956,4.37339022296225,7.04196933010492
"116","05115","Pope","Arkansas",31983,915,948340,23129,3.37252462197102,3.95607246314151
"117","05119","Pulaski","Arkansas",8254,187,10591641,212795,0.0779293784598628,0.0878780046523649
"118","05121","Randolph","Arkansas",1311,70,104751,3591,1.25153936477933,1.94931773879142
"119","05125","Saline","Arkansas",5241,127,731310,22430,0.716659145916232,0.566205974141774
"120","05127","Scott","Arkansas",1688,55,62165,2054,2.71535429904287,2.67770204479065
"121","05129","Searcy","Arkansas",1074,58,38367,1122,2.79928063179295,5.16934046345811
"122","05131","Sebastian","Arkansas",68469,1267,2453421,61951,2.79075625422624,2.04516472696163
"123","05133","Sevier","Arkansas",5811,86,124347,3755,4.67321286400154,2.29027962716378
"124","05137","Stone","Arkansas",1433,51,54145,2060,2.64659710037861,2.47572815533981
"125","05139","Union","Arkansas",54209,961,890290,15702,6.08891484797089,6.12023945994141
"126","05143","Washington","Arkansas",23663,730,3928143,91980,0.602396603178652,0.793650793650794
"127","05145","White","Arkansas",2428,88,779716,22461,0.311395431156985,0.391790214148969
"128","05149","Yell","Arkansas",781,22,164015,4925,0.476175959515898,0.446700507614213
"129","06001","Alameda","California",115488,1533,51985434,698915,0.22215453659577,0.219339976964295
"130","06005","Amador","California",607,10,322707,8205,0.18809632267041,0.12187690432663
"131","06007","Butte","California",16274,317,2592281,63965,0.627786879585971,0.495583522238724
"132","06009","Calaveras","California",1536,14,236580,6375,0.649251838701496,0.219607843137255
"133","06013","Contra Costa","California",4438,107,23960119,340960,0.0185224455688221,0.0313819802909432
"134","06015","Del Norte","California",1585,41,139160,4074,1.13897671744754,1.00638193421699
"135","06017","El Dorado","California",2924,30,2300251,46655,0.127116562496875,0.0643017897331476
"136","06019","Fresno","California",83114,1669,11841989,270631,0.701858446245812,0.616706881325495
"137","06023","Humboldt","California",63075,1086,1366368,35465,4.6162527225462,3.0621739743409
"138","06025","Imperial","California",385,10,1165728,32846,0.0330265722364051,0.0304451074712294
"139","06029","Kern","California",18114,401,9024948,197072,0.200710297721383,0.203478931558009
"140","06033","Lake","California",406,23,407417,9951,0.0996521990982212,0.231132549492513
"141","06035","Lassen","California",3557,46,134114,3480,2.65222124461279,1.32183908045977
"142","06037","Los Angeles","California",537290,9696,235841957,3869073,0.227817817844854,0.250602663738834
"143","06039","Madera","California",16910,286,1216841,27141,1.38966389199575,1.05375630964224
"144","06041","Marin","California",1238,22,7392513,101704,0.0167466732895837,0.0216314009281837
"145","06045","Mendocino","California",50576,970,926856,23683,5.45672682703678,4.09576489465017
"146","06047","Merced","California",5601,130,1776766,46063,0.31523565849414,0.282222173979116
"147","06049","Modoc","California",1418,11,45228,1137,3.13522596621562,0.967458223394899
"148","06053","Monterey","California",29290,510,5533432,116241,0.529327910779422,0.438743644669265
"149","06055","Napa","California",15405,239,3588207,64285,0.429323057449027,0.371781908687874
"150","06057","Nevada","California",6596,113,1230985,29483,0.535831062116923,0.38327171590408
"151","06059","Orange","California",190888,3247,91976053,1531111,0.207540978084806,0.212068230193631
"152","06061","Placer","California",35646,623,8300548,155719,0.429441526029366,0.400079630616688
"153","06063","Plumas","California",1990,23,178647,3788,1.11392858542265,0.607180570221753
"154","06065","Riverside","California",149050,3206,24661871,594454,0.604374258546726,0.539318433385931
"155","06067","Sacramento","California",91723,1913,28219067,493415,0.325039095020399,0.387706089194694
"156","06069","San Benito","California",7377,195,623128,12948,1.18386591518917,1.50602409638554
"157","06071","San Bernardino","California",189249,3665,27459441,617828,0.689194656220423,0.593207170927831
"158","06073","San Diego","California",66740,1431,77600845,1291966,0.0860042181241712,0.110761428706328
"159","06075","San Francisco","California",8981,176,75901187,673488,0.0118324895235169,0.0261326111229896
"160","06077","San Joaquin","California",94503,2144,8815841,194835,1.07196806294487,1.10041830266636
"161","06079","San Luis Obispo","California",1300,37,4350834,93500,0.0298793288826924,0.039572192513369
"162","06081","San Mateo","California",7702,128,52803235,399111,0.0145862275294307,0.0320712784162802
"163","06083","Santa Barbara","California",4412,125,8503790,153488,0.0518827487508511,0.0814395913687063
"164","06085","Santa Clara","California",59284,1145,142931391,1084463,0.0414772427422889,0.105582209812598
"165","06087","Santa Cruz","California",9395,138,3991525,79641,0.235373698022686,0.173277583154405
"166","06089","Shasta","California",67481,1082,2143426,50673,3.14827757058093,2.13525940836343
"167","06093","Siskiyou","California",31937,568,324406,8554,9.84476242732872,6.640168342296
"168","06095","Solano","California",3833,100,5997197,115426,0.0639131914459372,0.086635593367179
"169","06097","Sonoma","California",31873,590,9639136,177148,0.330662416216557,0.33305484679477
"170","06099","Stanislaus","California",87060,1678,6675130,145041,1.30424426190951,1.15691425183224
"171","06101","Sutter","California",5835,118,970146,22670,0.60145586334428,0.520511689457433
"172","06103","Tehama","California",63831,1208,538788,12513,11.8471458161652,9.65395988172301
"173","06107","Tulare","California",78177,1616,3949277,97726,1.97952688555399,1.65360293064282
"174","06109","Tuolumne","California",26487,408,542100,12741,4.88599889319314,3.20226041911938
"175","06111","Ventura","California",58396,852,14565661,264123,0.400915550622797,0.322576981179223
"176","06113","Yolo","California",14809,321,3299921,67490,0.448768318999152,0.475626018669432
"177","06115","Yuba","California",3009,71,471655,10096,0.637966310120745,0.70324881141046
"178","08001","Adams","Colorado",54303,1029,8691185,177876,0.624805478194285,0.578492882682318
"179","08005","Arapahoe","Colorado",8061,186,19177363,300423,0.0420339334453856,0.061912703088645
"180","08013","Boulder","Colorado",17944,333,10000041,156325,0.179439264299016,0.21301775147929
"181","08029","Delta","Colorado",5429,102,224812,6747,2.41490667757949,1.51178301467319
"182","08031","Denver","Colorado",50053,895,29642980,460537,0.168852794152275,0.194338348493172
"183","08035","Douglas","Colorado",5287,115,6915988,114980,0.0764460551406393,0.100017394329449
"184","08037","Eagle","Colorado",211,5,1397812,33753,0.0150950199311495,0.0148134980594318
"185","08041","El Paso","Colorado",16061,358,11502712,246115,0.139627941654107,0.14546045547813
"186","08043","Fremont","Colorado",960,21,265996,8201,0.360907682822298,0.256066333373979
"187","08045","Garfield","Colorado",948,20,1009659,20168,0.0938930866757985,0.0991669972233241
"188","08049","Grand","Colorado",4099,108,279426,8987,1.46693578979766,1.20173584065873
"189","08051","Gunnison","Colorado",402,12,230012,7006,0.174773490078778,0.171281758492721
"190","08057","Jackson","Colorado",1083,23,11753,312,9.21466859525228,7.37179487179487
"191","08059","Jefferson","Colorado",21158,307,10040386,201782,0.210728950062279,0.152144393454322
"192","08067","La Plata","Colorado",453,14,1017030,22488,0.0445414589540132,0.0622554251156172
"193","08069","Larimer","Colorado",15920,383,6079199,128778,0.261876605783097,0.297411048471012
"194","08077","Mesa","Colorado",2625,68,2320307,53120,0.113131581295061,0.128012048192771
"195","08083","Montezuma","Colorado",3335,104,258913,6622,1.2880774623136,1.57052250075506
"196","08085","Montrose","Colorado",7469,154,496241,12699,1.50511545801334,1.21269391290653
"197","08093","Park","Colorado",640,11,53115,1587,1.20493269321284,0.693131695022054
"198","08101","Pueblo","Colorado",4346,101,2046032,50886,0.21241114508473,0.198482883307786
"199","08105","Rio Grande","Colorado",1601,33,92691,2638,1.72724428477414,1.25094768764215
"200","08107","Routt","Colorado",284,8,533291,14677,0.0532542270542724,0.0545070518498331
"201","08123","Weld","Colorado",24478,562,4653851,89229,0.525973006011581,0.629840074415269
"202","09001","Fairfield","Connecticut",26700,446,33784838,421898,0.0790295338992006,0.105712755215716
"203","09003","Hartford","Connecticut",63772,857,30405023,462623,0.209741660119777,0.185248031334369
"204","09005","Litchfield","Connecticut",40171,650,2255339,51887,1.78115130363994,1.25272226183823
"205","09007","Middlesex","Connecticut",1868,61,3227803,62322,0.0578721811709079,0.0978787587047912
"206","09009","New Haven","Connecticut",36087,671,17955135,338824,0.200984286667853,0.198037919391779
"207","09011","New London","Connecticut",3306,66,5493860,106066,0.0601762695081418,0.0622254068221673
"208","09013","Tolland","Connecticut",12866,217,1163737,27698,1.10557625992815,0.783450068597011
"209","09015","Windham","Connecticut",19809,370,1299883,30789,1.52390638234364,1.20172788983078
"210","10003","New Castle","Delaware",1376,54,17647033,274243,0.00779734474344781,0.019690566395496
"211","10005","Sussex","Delaware",6146,162,2793302,72300,0.220026334424276,0.224066390041494
"212","12001","Alachua","Florida",14295,293,4261263,98120,0.335463922315989,0.2986139421117
"213","12003","Baker","Florida",267,10,185992,5782,0.143554561486516,0.172950536146662
"214","12005","Bay","Florida",10853,237,2253586,62606,0.481588011285125,0.378557965690189
"215","12007","Bradford","Florida",2263,50,141979,4400,1.59389768909487,1.13636363636364
"216","12009","Brevard","Florida",4214,119,8782748,187628,0.0479804270827308,0.0634233696463214
"217","12011","Broward","Florida",96597,1721,35603588,718985,0.271312542994262,0.239365216242342
"218","12013","Calhoun","Florida",2051,39,52610,1645,3.89849838433758,2.37082066869301
"219","12019","Clay","Florida",8965,219,1626688,44860,0.551119821379392,0.488185465893892
"220","12021","Collier","Florida",11001,191,5939279,133058,0.185224502839486,0.143546423364247
"221","12023","Columbia","Florida",14427,349,762651,19243,1.89169095693836,1.81364652081276
"222","12029","Dixie","Florida",22789,479,48908,1468,46.5956489735831,32.6294277929155
"223","12031","Duval","Florida",83733,1618,23031200,457959,0.363563340164646,0.353306737065982
"224","12033","Escambia","Florida",10714,207,4730267,111677,0.226498842454348,0.185355981983757
"225","12035","Flagler","Florida",898,59,613801,18893,0.146301488593209,0.312284973270523
"226","12039","Gadsden","Florida",25107,431,362308,8205,6.92973933780099,5.25289457647776
"227","12041","Gilchrist","Florida",2021,59,60611,1817,3.33437824817277,3.24711062190424
"228","12047","Hamilton","Florida",836,17,86716,1793,0.964066608238387,0.948131622978249
"229","12055","Highlands","Florida",3515,99,677259,20840,0.519003807996645,0.475047984644914
"230","12057","Hillsborough","Florida",60814,1262,31767789,616435,0.191432900791427,0.204725559061377
"231","12059","Holmes","Florida",517,16,49807,1730,1.03800670588471,0.92485549132948
"232","12061","Indian River","Florida",642,19,1825695,46563,0.0351646907068267,0.0408049309537616
"233","12063","Jackson","Florida",37490,470,307965,9020,12.1734612699495,5.21064301552106
"234","12065","Jefferson","Florida",3427,71,52934,1572,6.47409982242037,4.51653944020356
"235","12069","Lake","Florida",20275,559,3038003,85018,0.667379196136409,0.657507821873015
"236","12071","Lee","Florida",8699,179,9544162,222810,0.0911447228158952,0.0803375072932095
"237","12073","Leon","Florida",1538,50,4176304,100975,0.0368268210360165,0.0495172072295123
"238","12075","Levy","Florida",3163,79,191525,6407,1.65148152982639,1.23302637739972
"239","12077","Liberty","Florida",18796,679,29431,1112,63.8646325303252,61.0611510791367
"240","12079","Madison","Florida",2638,52,95083,3063,2.77441813994089,1.69768201110023
"241","12081","Manatee","Florida",1826,34,4171276,104551,0.0437755737093398,0.0325200141557709
"242","12083","Marion","Florida",27798,666,3084259,84272,0.901286176031261,0.790298082399848
"243","12085","Martin","Florida",4222,89,2360792,58917,0.1788382881677,0.15105996571448
"244","12086","Miami-Dade","Florida",95590,2054,50233357,1000931,0.19029188114981,0.205208950467115
"245","12089","Nassau","Florida",97594,1116,707237,18509,13.7993345936369,6.02949916256956
"246","12091","Okaloosa","Florida",212,7,2504822,60962,0.00846367526315243,0.0114825629080411
"247","12095","Orange","Florida",40900,899,35509428,757326,0.115180678213121,0.118707135368388
"248","12097","Osceola","Florida",9034,262,2765026,84859,0.326723871674263,0.308747451655098
"249","12099","Palm Beach","Florida",22956,543,26750069,539591,0.0858166010711972,0.100631774807215
"250","12101","Pasco","Florida",768,25,3745613,100906,0.0205039869308442,0.0247755336649951
"251","12103","Pinellas","Florida",69288,912,18979966,397039,0.365058609694032,0.229700356891892
"252","12105","Polk","Florida",76636,1615,7841436,191046,0.977320990696092,0.845346147001246
"253","12107","Putnam","Florida",84946,1236,434750,12162,19.5390454284071,10.1628021706956
"254","12111","St. Lucie","Florida",14503,343,2321250,63141,0.62479267635972,0.543228646996405
"255","12113","Santa Rosa","Florida",3601,113,980340,27628,0.367321541506008,0.40900535688432
"256","12115","Sarasota","Florida",3308,79,6664253,146877,0.0496379714275553,0.0537865016306161
"257","12117","Seminole","Florida",13462,331,8455776,182013,0.159204784989574,0.181855142215117
"258","12119","Sumter","Florida",11663,188,908303,23044,1.28404287996406,0.815830584967888
"259","12121","Suwannee","Florida",3574,64,278748,8662,1.28216166573392,0.738859385823136
"260","12123","Taylor","Florida",11892,236,181004,4562,6.570020552032,5.17316966242876
"261","12125","Union","Florida",1788,32,60381,1573,2.96119640284195,2.03432930705658
"262","12127","Volusia","Florida",4710,161,5713325,153922,0.0824388600333431,0.104598432972545
"263","12131","Walton","Florida",2773,111,770436,21356,0.359926067836913,0.51976025472935
"264","12133","Washington","Florida",3799,91,116915,3836,3.24936919984604,2.37226277372263
"265","13001","Appling","Georgia",8804,233,282882,5596,3.11225175161375,4.16368834882059
"266","13003","Atkinson","Georgia",9039,210,51068,1476,17.699929505757,14.2276422764228
"267","13005","Bacon","Georgia",1888,48,109223,3324,1.72857365206962,1.44404332129964
"268","13011","Banks","Georgia",1274,28,93482,3263,1.36282920776192,0.858106037388906
"269","13013","Barrow","Georgia",4796,163,649194,18089,0.738762218997711,0.901100116092653
"270","13015","Bartow","Georgia",3218,85,1461607,34555,0.220168622618802,0.245984662132832
"271","13017","Ben Hill","Georgia",17805,353,165082,4749,10.785548999891,7.43314381975153
"272","13021","Bibb","Georgia",88395,1517,3170899,77033,2.7876952246035,1.96928589046253
"273","13023","Bleckley","Georgia",3778,72,46075,1653,8.19967444384156,4.3557168784029
"274","13025","Brantley","Georgia",7254,162,46059,1312,15.7493649449619,12.3475609756098
"275","13031","Bulloch","Georgia",10272,225,577681,18122,1.77814399296498,1.24158481403819
"276","13033","Burke","Georgia",1246,31,629235,9414,0.198018228483794,0.329296792011897
"277","13045","Carroll","Georgia",9957,231,1598450,36933,0.622915949826394,0.625456908455852
"278","13049","Charlton","Georgia",4643,104,58286,1594,7.96589232405723,6.52446675031368
"279","13051","Chatham","Georgia",106205,1161,6220700,141804,1.7072837462022,0.818735719725819
"280","13055","Chattooga","Georgia",2166,46,158648,4741,1.36528667238162,0.970259438936933
"281","13057","Cherokee","Georgia",10506,235,2123461,55756,0.494758321438444,0.421479302675945
"282","13059","Clarke","Georgia",8195,152,1903425,49187,0.430539685041438,0.30902474230996
"283","13063","Clayton","Georgia",10850,161,2901961,71944,0.373885107346377,0.223785166240409
"284","13065","Clinch","Georgia",2599,47,64210,1698,4.04765612832892,2.76796230859835
"285","13067","Cobb","Georgia",49303,1096,20766088,354614,0.237420740969604,0.309068451894172
"286","13069","Coffee","Georgia",12659,327,467623,13468,2.70709524552898,2.42797742797743
"287","13071","Colquitt","Georgia",21274,663,385020,11462,5.52542725053244,5.78433083231548
"288","13073","Columbia","Georgia",6752,166,1170451,31080,0.576871650329659,0.534105534105534
"289","13075","Cook","Georgia",837,28,98625,3389,0.848669201520913,0.8262024195928
"290","13079","Crawford","Georgia",2155,45,17227,523,12.5094328670111,8.60420650095602
"291","13081","Crisp","Georgia",23956,373,246731,7196,9.70935958594583,5.183435241801
"292","13087","Decatur","Georgia",1221,32,232593,6602,0.524951309798661,0.484701605574068
"293","13089","DeKalb","Georgia",53555,1017,15519010,282632,0.345092889301573,0.359831866172266
"294","13091","Dodge","Georgia",767,25,92212,3158,0.831778944172125,0.791640278657378
"295","13095","Dougherty","Georgia",70804,1103,1414211,36832,5.0066079248429,2.99467854039965
"296","13101","Echols","Georgia",757,13,4297,117,17.6169420525948,11.1111111111111
"297","13103","Effingham","Georgia",2501,71,329959,7977,0.757972960276883,0.890058919393256
"298","13107","Emanuel","Georgia",10496,245,164254,5075,6.39010313295262,4.82758620689655
"299","13111","Fannin","Georgia",1689,50,161285,5295,1.04721455808042,0.944287063267233
"300","13115","Floyd","Georgia",80922,847,1480320,37706,5.46652075226978,2.24632684453403
"301","13117","Forsyth","Georgia",17459,349,3624974,75175,0.481631040664016,0.464250083139342
"302","13119","Franklin","Georgia",3474,93,231996,6846,1.49743961102778,1.35845749342682
"303","13121","Fulton","Georgia",81050,1324,63883469,826560,0.126871632471931,0.160181958962447
"304","13123","Gilmer","Georgia",3951,115,186003,6129,2.12415928775342,1.87632566487192
"305","13127","Glynn","Georgia",8192,130,1184764,32487,0.691445722523642,0.40016006402561
"306","13131","Grady","Georgia",6343,167,163621,4788,3.87664175136443,3.48788638262322
"307","13133","Greene","Georgia",4716,88,241780,5440,1.95053354289023,1.61764705882353
"308","13135","Gwinnett","Georgia",86225,1688,17222133,337500,0.500663884084509,0.500148148148148
"309","13137","Habersham","Georgia",2908,68,423009,12054,0.68745582245295,0.564128090260494
"310","13139","Hall","Georgia",6743,174,3826848,83885,0.17620245173051,0.20742683435656
"311","13145","Harris","Georgia",2023,70,120339,4436,1.68108427026982,1.57799819657349
"312","13149","Heard","Georgia",173,5,60051,1210,0.288088458143911,0.413223140495868
"313","13151","Henry","Georgia",2307,66,1953212,53893,0.118113138768347,0.122464884122242
"314","13153","Houston","Georgia",1148,31,1411074,39569,0.0813564703197706,0.0783441583057444
"315","13157","Jackson","Georgia",25099,527,1075799,26231,2.33305663976263,2.00907323395982
"316","13159","Jasper","Georgia",7621,197,50219,1613,15.1755311734602,12.2132672039678
"317","13161","Jeff Davis","Georgia",37528,741,121691,3614,30.8387637540985,20.5035971223022
"318","13163","Jefferson","Georgia",21369,452,137208,3810,15.5741647717334,11.8635170603675
"319","13165","Jenkins","Georgia",180,5,32099,1022,0.560765132870183,0.489236790606654
"320","13167","Johnson","Georgia",2711,62,25152,860,10.7784669211196,7.2093023255814
